"numero","slug","prompt"
"215","kayfa-aktub-nas-ielani-copy","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a golden pen writing glowing Arabic ad lines on a dark card, each word turning into a magnet pulling clicks, CTR meter rising. Large gold Arabic headline: 'كلمات تسحب النقرات'. Small gold badge: 'دليل 2026'."
"216","kayfa-owassie-scale-ielan-rabih","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a winning ad flame carefully fed with budget logs without exploding, a scale dial turning up gradually with a steady ROAS gauge. Large gold Arabic headline: 'ضاعفه دون أن تحرقه'. Small gold badge: 'دليل 2026'."
"217","limadha-akhsar-almal-fi-ielanati","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: coins leaking from a cracked ads funnel into the dark, a golden wrench sealing the cracks one by one, a bleeding-stop tourniquet metaphor. Large gold Arabic headline: 'أوقف النزيف الآن'. Small gold badge: 'دليل 2026'."
"218","limadha-la-tabie-ielanati-akhtae","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an ad billboard with tumbleweed and zero sales, ten red error tags pinned on it, a golden inspector magnifier fixing each. Large gold Arabic headline: '10 أسباب لإعلان لا يبيع'. Small gold badge: 'دليل 2026'."
"219","limadha-la-tazhar-ielanati","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an ad stuck behind a dark glass wall labeled with review/limit icons, a golden hand lifting the wall as the ad lights up. Large gold Arabic headline: 'اجعل إعلانك يظهر أخيراً'. Small gold badge: 'دليل 2026'."
"220","ma-houa-albixel-pixel","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a tiny glowing golden pixel chip planted in a website, radiating tracking threads that map every visitor action into data streams. Large gold Arabic headline: 'أداة صغيرة… قوة خارقة'. Small gold badge: 'دليل 2026'."
"221","ma-houa-roas-ribhiyat-ielanat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a golden ROAS gauge dial showing return multiplying (1$ in, 4$ out as coin beams), a simple glowing formula card beside an ads dashboard. Large gold Arabic headline: 'دولار يدخل… أربعة تخرج'. Small gold badge: 'دليل 2026'."
"222","mata-oqif-ielan-khasir","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a hand hovering over a glowing red STOP button beside a bleeding ad chart, a golden patience hourglass on the other side, decision scales. Large gold Arabic headline: 'أوقفه أم اصبر عليه؟'. Small gold badge: 'دليل 2026'."
"223","maqasat-ielanat-snapchat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: vertical phone frames in exact glowing dimensions with golden ruler guides and size labels, a perfect-fit ad snapping into place. Large gold Arabic headline: 'المقاس الخطأ يقتل الإعلان'. Small gold badge: 'دليل 2026'."
"224","maktabat-ielanat-tiktok","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing library hall of floating TikTok-style ad cards, a golden magnifier pulling out the top-performing winners shelf. Large gold Arabic headline: 'تجسس على الإعلانات الرابحة'. Small gold badge: 'دليل 2026'."
"225","whatsapp-business-lilmatajir","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing WhatsApp-style chat interface closing a sale: catalog, quick replies and a payment confirmation, golden notification badges. Large gold Arabic headline: 'البيع من المحادثة مباشرة'. Small gold badge: 'دليل 2026'."
"226","afdal-bawabat-dafe-arabiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: glowing payment gateway cards fanned over an Arab world map, golden checkmark criteria (fees, payout speed, support) rating them. Large gold Arabic headline: 'البوابة الخطأ تأكل أرباحك'. Small gold badge: 'دليل 2026'."
"227","bawabat-dafe-kuwait-knet","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Kuwait flag accent, a checkout screen with a KNET-style card glowing gold, smooth golden payment beam to a success check. Large gold Arabic headline: 'KNET أولاً… دائماً'. Small gold badge: 'دليل 2026'."
"228","bawabat-dafe-saudi","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Saudi flag accent, a checkout with mada-style local card options glowing, conversion meter rising with local payment trust badges. Large gold Arabic headline: 'السعودي يدفع بطريقته'. Small gold badge: 'دليل 2026'."
"229","afdal-sharikat-attawsil-aljazair","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Algeria flag accent, delivery vans racing across an Algerian wilaya map with golden route lines, COD cash handoff at a door. Large gold Arabic headline: 'التوصيل يصنع نجاحك في الجزائر'. Small gold badge: 'دليل 2026'."
"230","afdal-sharikat-tawsil-iraq","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Iraq flag accent, delivery motorbikes and vans on a glowing Baghdad-to-provinces route map, package handoff with cash. Large gold Arabic headline: 'من بغداد إلى كل المحافظات'. Small gold badge: 'دليل 2026'."
